Source,Experiment,Dog,Trial,Type,Button,Time,Total length,FPS,Subject,Behavior,Behavioral category,Modifiers,Behavior type
CSC_Dex_Trial7,CSC,Dex,7,Speak,Play,54.138,60.011,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Dex_Trial7,CSC,Dex,7,Speak,Play,54.888,60.011,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Dex_Trial7,CSC,Dex,7,Speak,Play,56.638,60.011,60,,Lip/Nose Licking,,,POINT
CSC_Dex_Trial7,CSC,Dex,7,Speak,Play,57.387,60.011,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dex_Trial7,CSC,Dex,7,Speak,Play,57.887,60.011,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Dex_Trial7,CSC,Dex,7,Speak,Play,60.011,60.011,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,1.403,60,60,,Lip/Nose Licking,,,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,2.652,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,3.033,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,3.888,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,5.888,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,15.386,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,18.137,60,60,,Lip/Nose Licking,,,POINT
CSC_Dex_Trial8,CSC,Dex,8,Press,Daxing,29.142,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial1,CSC,Dio,1,Press,Daxing,55.385,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial1,CSC,Dio,1,Press,Daxing,58.198,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial2,CSC,Dio,2,Speak,Food,4.624,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Dio_Trial2,CSC,Dio,2,Speak,Food,4.635,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dio_Trial2,CSC,Dio,2,Speak,Food,12.432,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Dio_Trial2,CSC,Dio,2,Speak,Food,12.552,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Dio_Trial2,CSC,Dio,2,Speak,Food,14.774,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Dio_Trial2,CSC,Dio,2,Speak,Food,51.051,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial5,CSC,Dio,5,Speak,Daxing,23.543,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial5,CSC,Dio,5,Speak,Daxing,23.901,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial5,CSC,Dio,5,Speak,Daxing,45.765,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dio_Trial5,CSC,Dio,5,Speak,Daxing,45.884,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Dio_Trial5,CSC,Dio,5,Speak,Daxing,48.635,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Dio_Trial6,CSC,Dio,6,Press,Outside,12.134,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dio_Trial6,CSC,Dio,6,Press,Outside,12.384,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Dio_Trial6,CSC,Dio,6,Press,Outside,14.534,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial6,CSC,Dio,6,Press,Outside,35.795,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial6,CSC,Dio,6,Press,Outside,50.63,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial6,CSC,Dio,6,Press,Outside,57.357,60,60,,Lip/Nose Licking,,,POINT
CSC_Dio_Trial8,CSC,Dio,8,Speak,Play,23.303,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Dio_Trial8,CSC,Dio,8,Speak,Play,23.363,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Dio_Trial8,CSC,Dio,8,Speak,Play,24.924,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Freya_Trial1,CSC,Freya,1,Speak,Food,11.137,53.98,60,,Head Tilting,,Right,POINT
CSC_Freya_Trial1,CSC,Freya,1,Speak,Food,15.639,53.98,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial1,CSC,Freya,1,Speak,Food,20.2,53.98,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial1,CSC,Freya,1,Speak,Food,22.383,53.98,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial1,CSC,Freya,1,Speak,Food,25.387,53.98,60,,Head Tilting,,Left,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,3.655,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,6.655,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,9.651,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,13.7,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,14.05,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,16.135,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,17.933,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,21.642,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,29.152,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,38.64,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,38.817,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,50.158,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,54.902,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,55.134,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,55.467,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Freya_Trial2,CSC,Freya,2,Speak,Outside,57.643,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Freya_Trial4,CSC,Freya,4,Speak,Daxing,31.183,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial4,CSC,Freya,4,Speak,Daxing,41.25,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial6,CSC,Freya,6,Press,Food,25.1,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial6,CSC,Freya,6,Press,Food,33.639,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial6,CSC,Freya,6,Press,Food,39.617,60,60,,Lip/Nose Licking,,,POINT
CSC_Freya_Trial6,CSC,Freya,6,Press,Food,43.617,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial1,CSC,Ila,1,Speak,Play,7.733,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial1,CSC,Ila,1,Speak,Play,31.933,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial1,CSC,Ila,1,Speak,Play,35.85,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial1,CSC,Ila,1,Speak,Play,53.217,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial2,CSC,Ila,2,Press,Daxing,17.533,60,60,,Head Tilting,,Right,POINT
CSC_Ila_Trial3,CSC,Ila,3,Speak,Food,5.533,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial3,CSC,Ila,3,Speak,Food,18.85,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial3,CSC,Ila,3,Speak,Food,33.167,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial3,CSC,Ila,3,Speak,Food,33.233,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial3,CSC,Ila,3,Speak,Food,50.867,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial4,CSC,Ila,4,Speak,Outside,8.083,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial4,CSC,Ila,4,Speak,Outside,12.35,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial4,CSC,Ila,4,Speak,Outside,15.867,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial4,CSC,Ila,4,Speak,Outside,22.417,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial4,CSC,Ila,4,Speak,Outside,30.833,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial4,CSC,Ila,4,Speak,Outside,31.05,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Ila_Trial4,CSC,Ila,4,Speak,Outside,32.233,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,9.45,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,10.283,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,10.583,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,21.6,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,24.517,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,28.167,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,29.4,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,29.633,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,29.9,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,36.883,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial5,CSC,Ila,5,Press,Play,47.183,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,3.267,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,4,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,5.117,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,5.217,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,5.483,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,6.25,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,16.883,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,17.1,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,17.467,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,20.583,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,20.833,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,25.15,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,34.667,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,37.683,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,38.567,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,40.283,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,41.133,60,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,46.983,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,47.683,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial6,CSC,Ila,6,Speak,Daxing,49.2,60,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,15.617,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,15.9,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,16.583,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,17.633,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,18.983,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,19.283,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,19.517,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,20.383,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,20.817,60,60,,Food-Directed Behaviors,,Moving Towards Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,21.517,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,22.667,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,23.083,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,23.85,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,24.467,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,26.5,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,26.667,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,27.083,60,60,,Food-Directed Behaviors,,Touching Bowl,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,32.25,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial7,CSC,Ila,7,Press,Outside,56.533,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,2.283,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,4.883,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,5.767,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,6.433,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,6.967,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,7.9,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,10.233,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,10.55,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,10.817,60,60,,Toy-Directed Behaviors,,Picking up Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,18.517,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,18.967,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,26.967,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,27.667,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,27.783,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,39.1,60,60,,Lip/Nose Licking,,,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,52.1,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,52.367,60,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_Ila_Trial8,CSC,Ila,8,Press,Food,52.883,60,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,0,60,60,,Head Tilting,,Right,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,5.152,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,6.655,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,9.151,60,60,,Head Tilting,,Left,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,14.017,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,28.387,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,32.635,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial1,CSC,Juno,1,Speak,Food,37.7,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial2,CSC,Juno,2,Speak,Outside,0.817,60,60,,Head Tilting,,Left,POINT
CSC_Juno_Trial3,CSC,Juno,3,Press,Play,24.864,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial3,CSC,Juno,3,Press,Play,27.327,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial3,CSC,Juno,3,Press,Play,38.142,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial3,CSC,Juno,3,Press,Play,46.8,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial3,CSC,Juno,3,Press,Play,56.936,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial5,CSC,Juno,5,Press,Outside,5.945,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial6,CSC,Juno,6,Press,Food,14.655,60,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_Juno_Trial6,CSC,Juno,6,Press,Food,15.8,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Juno_Trial6,CSC,Juno,6,Press,Food,18.638,60,60,,Head Tilting,,Left,POINT
CSC_Juno_Trial6,CSC,Juno,6,Press,Food,30.635,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial7,CSC,Juno,7,Speak,Play,0.653,60,60,,Head Tilting,,Left,POINT
CSC_Juno_Trial7,CSC,Juno,7,Speak,Play,27.387,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial7,CSC,Juno,7,Speak,Play,38.083,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial7,CSC,Juno,7,Speak,Play,49.969,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial7,CSC,Juno,7,Speak,Play,55.315,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial7,CSC,Juno,7,Speak,Play,59.219,60,60,,Lip/Nose Licking,,,POINT
CSC_Juno_Trial8,CSC,Juno,8,Press,Daxing,8.151,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Juno_Trial8,CSC,Juno,8,Press,Daxing,8.653,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Juno_Trial8,CSC,Juno,8,Press,Daxing,9.404,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_JunoR_Trial1,CSC,JunoR,1,Press,Outside,6.655,60,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial1,CSC,JunoR,1,Press,Outside,13.867,60,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial1,CSC,JunoR,1,Press,Outside,17.367,60,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial1,CSC,JunoR,1,Press,Outside,18.683,60,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial2,CSC,JunoR,2,Press,Food,4.05,57.28,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial2,CSC,JunoR,2,Press,Food,10.722,57.28,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial2,CSC,JunoR,2,Press,Food,21.386,57.28,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial2,CSC,JunoR,2,Press,Food,36.017,57.28,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial2,CSC,JunoR,2,Press,Food,47,57.28,60,,Head Tilting,,Right,POINT
CSC_JunoR_Trial3,CSC,JunoR,3,Speak,Play,37.1,59.28,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_JunoR_Trial3,CSC,JunoR,3,Speak,Play,37.15,59.28,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_JunoR_Trial3,CSC,JunoR,3,Speak,Play,38.617,59.28,60,,Toy-Directed Behaviors,,Looking at Toy,POINT
CSC_JunoR_Trial3,CSC,JunoR,3,Speak,Play,38.95,59.28,60,,Toy-Directed Behaviors,,Moving Towards Toy,POINT
CSC_JunoR_Trial3,CSC,JunoR,3,Speak,Play,39.4,59.28,60,,Toy-Directed Behaviors,,Touching Toy,POINT
CSC_JunoR_Trial4,CSC,JunoR,4,Press,Daxing,14.067,56.17,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_JunoR_Trial4,CSC,JunoR,4,Press,Daxing,14.283,56.17,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_JunoR_Trial4,CSC,JunoR,4,Press,Daxing,15.904,56.17,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_JunoR_Trial4,CSC,JunoR,4,Press,Daxing,17.904,56.17,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_JunoR_Trial4,CSC,JunoR,4,Press,Daxing,18.617,56.17,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_JunoR_Trial4,CSC,JunoR,4,Press,Daxing,25.904,56.17,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_JunoR_Trial4,CSC,JunoR,4,Press,Daxing,48.3,56.17,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial6,CSC,JunoR,6,Speak,Outside,1.404,57.87,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial6,CSC,JunoR,6,Speak,Outside,20.636,57.87,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial6,CSC,JunoR,6,Speak,Outside,28.267,57.87,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial6,CSC,JunoR,6,Speak,Outside,38.139,57.87,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial6,CSC,JunoR,6,Speak,Outside,43.675,57.87,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial7,CSC,JunoR,7,Press,Play,32.383,60,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial7,CSC,JunoR,7,Press,Play,55.617,60,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,23.887,58.77,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,24.933,58.77,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,41.388,58.77,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,42.3,58.77,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,49.884,58.77,60,,Lip/Nose Licking,,,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,52.134,58.77,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,52.887,58.77,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,53.386,58.77,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_JunoR_Trial8,CSC,JunoR,8,Speak,Daxing,55.139,58.77,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial1,CSC,Kida,1,Press,Food,6.546,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial1,CSC,Kida,1,Press,Food,15.138,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kida_Trial1,CSC,Kida,1,Press,Food,15.15,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial1,CSC,Kida,1,Press,Food,26.386,60,60,,Food-Directed Behaviors,,Looking at Bowl,POINT
CSC_Kida_Trial1,CSC,Kida,1,Press,Food,26.654,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial1,CSC,Kida,1,Press,Food,30.117,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial1,CSC,Kida,1,Press,Food,46.5,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,5.653,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,6.152,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,6.403,60,60,,Door-Directed Behaviors,,Moving Towards Door,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,6.906,60,60,,Door-Directed Behaviors,,Touching Door,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,8.15,60,60,,Door-Directed Behaviors,,Looking at door,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,8.902,60,60,,Lip/Nose Licking,,,POINT
CSC_Kida_Trial2,CSC,Kida,2,Speak,Play,16.65,60,60,,Lip/Nose Licking,,,POINT
